Date,IRFM11.SA
2023-09-01,77.5199966430664
2023-09-04,77.55000305175781
2023-09-05,77.47000122070312
2023-09-06,77.54000091552734
2023-09-08,77.6500015258789
2023-09-11,77.75
2023-09-12,77.80000305175781
2023-09-13,77.9800033569336
2023-09-14,77.94000244140625
2023-09-15,77.8499984741211
2023-09-18,77.94999694824219
2023-09-19,77.80000305175781
2023-09-20,77.83000183105469
2023-09-21,77.76000213623047
2023-09-22,77.88999938964844
2023-09-25,77.79000091552734
2023-09-26,77.4800033569336
2023-09-27,77.30999755859375
2023-09-28,77.41999816894531
2023-09-29,77.68000030517578
2023-10-02,77.37999725341797
2023-10-03,77.12999725341797
2023-10-04,77.3499984741211
2023-10-05,77.4000015258789
2023-10-06,77.5
2023-10-09,77.72000122070312
2023-10-10,77.97000122070312
2023-10-11,77.88999938964844
2023-10-13,77.66000366210938
2023-10-16,77.83000183105469
2023-10-17,77.73999786376953
2023-10-18,77.61000061035156
2023-10-19,77.48999786376953
2023-10-20,77.68000030517578
2023-10-23,77.72000122070312
2023-10-24,77.94000244140625
2023-10-25,78.01000213623047
2023-10-26,78.33999633789062
2023-10-27,78.05999755859375
2023-10-30,77.79000091552734
2023-10-31,77.93000030517578
2023-11-01,78.12999725341797
2023-11-03,78.5
2023-11-06,78.31999969482422
2023-11-07,78.52999877929688
2023-11-08,78.66000366210938
2023-11-09,78.58999633789062
2023-11-10,78.7699966430664
2023-11-13,78.9000015258789
2023-11-14,79.12999725341797
2023-11-16,79.26000213623047
2023-11-17,79.47000122070312
2023-11-20,79.43000030517578
2023-11-21,79.23999786376953
2023-11-22,79.44000244140625
2023-11-23,79.47000122070312
2023-11-24,79.54000091552734
2023-11-27,79.69999694824219
2023-11-28,79.76000213623047
2023-11-29,79.86000061035156
2023-11-30,79.97000122070312
2023-12-01,80.05000305175781
2023-12-04,79.91999816894531
2023-12-05,79.93000030517578
2023-12-06,80.05999755859375
2023-12-07,80.11000061035156
2023-12-08,80.0999984741211
2023-12-11,80.13999938964844
2023-12-12,80.2699966430664
2023-12-13,80.55999755859375
2023-12-14,80.55000305175781
2023-12-15,80.66000366210938
2023-12-18,80.76000213623047
2023-12-19,80.8499984741211
2023-12-20,80.93000030517578
2023-12-21,80.94999694824219
2023-12-22,81.01000213623047
2023-12-26,81.12000274658203
2023-12-27,81.18000030517578
2023-12-28,81.1500015258789
2024-01-02,81.1500015258789
2024-01-03,81.22000122070312
2024-01-04,81.16999816894531
2024-01-05,81.18000030517578
2024-01-08,81.1500015258789
2024-01-09,81.05999755859375
2024-01-10,81.11000061035156
2024-01-11,81.20999908447266
2024-01-12,81.30999755859375
2024-01-15,81.38999938964844
2024-01-16,81.19999694824219
2024-01-17,81.19999694824219
2024-01-18,81.25
2024-01-19,81.23999786376953
2024-01-22,81.30999755859375
2024-01-23,81.33000183105469
2024-01-24,81.37000274658203
2024-01-25,81.54000091552734
2024-01-26,81.6500015258789
2024-01-29,81.61000061035156
2024-01-30,81.58999633789062
2024-01-31,81.7300033569336
2024-02-01,81.76000213623047
2024-02-02,81.68000030517578
2024-02-05,81.66999816894531
2024-02-06,81.77999877929688
2024-02-07,81.77999877929688
2024-02-08,81.69000244140625
2024-02-09,81.6500015258789
2024-02-14,81.6500015258789
2024-02-15,81.66000366210938
2024-02-16,81.62000274658203
2024-02-19,81.73999786376953
2024-02-20,81.86000061035156
2024-02-21,81.87000274658203
2024-02-22,81.8499984741211
2024-02-23,81.80999755859375
2024-02-26,81.69999694824219
2024-02-27,81.83999633789062
2024-02-28,81.91000366210938
2024-02-29,81.95999908447266
2024-03-01,82.1500015258789
2024-03-04,82.19999694824219
2024-03-05,82.2699966430664
2024-03-06,82.5
2024-03-07,82.37999725341797
2024-03-08,82.30999755859375
2024-03-11,82.41000366210938
2024-03-12,82.4800033569336
2024-03-13,82.5
2024-03-14,82.37999725341797
2024-03-15,82.2699966430664
2024-03-18,82.25
2024-03-19,82.2699966430664
2024-03-20,82.44000244140625
2024-03-21,82.44999694824219
2024-03-22,82.38999938964844
2024-03-25,82.58999633789062
2024-03-26,82.44999694824219
2024-03-27,82.54000091552734
2024-03-28,82.4800033569336
2024-04-01,82.41000366210938
2024-04-02,82.36000061035156
2024-04-03,82.36000061035156
2024-04-04,82.37999725341797
2024-04-05,82.19999694824219
2024-04-08,82.41000366210938
2024-04-09,82.4000015258789
2024-04-10,82.13999938964844
2024-04-11,82.19000244140625
2024-04-12,82.20999908447266
2024-04-15,82.05999755859375
2024-04-16,81.55999755859375
2024-04-17,81.7699966430664
2024-04-18,81.88999938964844
2024-04-19,82.11000061035156
2024-04-22,82.18000030517578
2024-04-23,82.19000244140625
2024-04-24,82.08999633789062
2024-04-25,82.0999984741211
2024-04-26,82.29000091552734
2024-04-29,82.37000274658203
2024-04-30,82.06999969482422
2024-05-02,82.43000030517578
2024-05-03,82.68000030517578
2024-05-06,82.54000091552734
2024-05-07,82.61000061035156
2024-05-08,82.47000122070312
2024-05-09,82.45999908447266
2024-05-10,82.33000183105469
2024-05-13,82.30000305175781
2024-05-14,82.55000305175781
2024-05-15,82.5999984741211
2024-05-16,82.58999633789062
2024-05-17,82.5
2024-05-20,82.45999908447266
2024-05-21,82.58000183105469
2024-05-22,82.4000015258789
2024-05-23,82.55999755859375
2024-05-24,82.44999694824219
2024-05-27,82.6500015258789
2024-05-28,85.0999984741211
2024-05-29,82.37000274658203
2024-05-31,82.61000061035156
2024-06-03,82.55000305175781
2024-06-04,82.5999984741211
2024-06-05,82.61000061035156
2024-06-06,82.63999938964844
2024-06-07,82.11000061035156
2024-06-10,82.30999755859375
2024-06-11,82.79000091552734
2024-06-12,82.9800033569336
2024-06-13,82.33999633789062
2024-06-14,82.51000213623047
2024-06-17,82.4000015258789
2024-06-18,82.4000015258789
2024-06-19,82.44999694824219
2024-06-20,82.4800033569336
2024-06-21,82.62000274658203
2024-06-24,82.75
2024-06-25,83.98999786376953
2024-06-26,82.63999938964844
2024-06-27,82.58000183105469
2024-06-28,82.33999633789062
2024-07-01,82.0999984741211
2024-07-02,82.18000030517578
2024-07-03,82.63999938964844
2024-07-04,82.80000305175781
2024-07-05,83.0199966430664
2024-07-08,83.05000305175781
2024-07-09,83.22000122070312
2024-07-10,83.44999694824219
2024-07-11,83.5199966430664
2024-07-12,83.5999984741211
2024-07-15,83.44000244140625
2024-07-16,83.44000244140625
2024-07-17,83.4800033569336
2024-07-18,83.13999938964844
2024-07-19,83.04000091552734
2024-07-22,83.33999633789062
2024-07-23,83.16000366210938
2024-07-24,83.0999984741211
2024-07-25,83.0999984741211
2024-07-26,83.13999938964844
2024-07-29,83.05999755859375
2024-07-30,83.22000122070312
2024-07-31,83.37999725341797
2024-08-01,83.36000061035156
2024-08-02,83.8499984741211
2024-08-05,84.55999755859375
2024-08-06,83.68000030517578
2024-08-07,83.70999908447266
2024-08-08,83.80000305175781
2024-08-09,84.0
2024-08-12,82.75
2024-08-13,84.33000183105469
2024-08-14,84.5
2024-08-15,84.25
2024-08-16,84.2300033569336
2024-08-19,84.37999725341797
2024-08-20,84.36000061035156
2024-08-21,84.44999694824219
2024-08-22,84.19000244140625
2024-08-23,84.41000366210938
2024-08-26,84.5
2024-08-27,84.56999969482422
2024-08-28,84.27999877929688
2024-08-29,84.1500015258789
2024-08-30,83.9000015258789
2024-09-02,83.83999633789062
2024-09-03,83.9800033569336
2024-09-04,84.13999938964844
2024-09-05,84.41000366210938
2024-09-06,84.41999816894531
2024-09-09,84.51000213623047
2024-09-10,84.7699966430664
2024-09-11,84.54000091552734
2024-09-12,84.5999984741211
2024-09-13,84.8499984741211
2024-09-16,84.45999908447266
2024-09-17,84.54000091552734
2024-09-18,84.63999938964844
2024-09-19,84.54000091552734
2024-09-20,83.80000305175781
2024-09-23,83.94000244140625
2024-09-24,84.27999877929688
2024-09-25,84.29000091552734
2024-09-26,84.38999938964844
2024-09-27,84.18000030517578
2024-09-30,84.12999725341797
2024-10-01,84.25
2024-10-02,84.27999877929688
2024-10-03,84.22000122070312
2024-10-04,84.1500015258789
2024-10-07,84.33999633789062
2024-10-08,84.36000061035156
2024-10-09,84.08999633789062
2024-10-10,84.02999877929688
2024-10-11,83.95999908447266
2024-10-14,84.12999725341797
2024-10-15,84.06999969482422
2024-10-16,84.0
2024-10-17,83.69000244140625
2024-10-18,84.0
2024-10-21,84.0199966430664
2024-10-22,84.11000061035156
2024-10-23,83.9800033569336
2024-10-24,84.36000061035156
2024-10-25,84.25
2024-10-28,84.30000305175781
2024-10-29,84.22000122070312
2024-10-30,84.25
2024-10-31,84.20999908447266
2024-11-01,83.94000244140625
2024-11-04,84.23999786376953
2024-11-05,84.41000366210938
2024-11-06,84.44000244140625
2024-11-07,84.52999877929688
2024-11-08,84.5
2024-11-11,84.41000366210938
2024-11-12,84.25
2024-11-13,84.26000213623047
2024-11-14,84.25
2024-11-18,84.20999908447266
2024-11-19,84.36000061035156
2024-11-21,84.4800033569336
2024-11-22,84.45999908447266
2024-11-25,84.56999969482422
2024-11-26,84.61000061035156
2024-11-27,84.20999908447266
2024-11-28,83.70999908447266
2024-11-29,83.95999908447266
2024-12-02,83.88999938964844
2024-12-03,83.30999755859375
2024-12-04,83.48999786376953
2024-12-05,83.45999908447266
2024-12-06,83.23999786376953
2024-12-09,82.95999908447266
